Ticker,Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
MSFT,2023-10-12 04:00:00-04:00,330.56,331.7,330.38,330.64,0,0.0,0.0
MSFT,2023-10-12 04:05:00-04:00,330.7,330.89,330.66,330.81,0,0.0,0.0
MSFT,2023-10-12 04:10:00-04:00,330.8,331.0,330.73,331.0,0,0.0,0.0
MSFT,2023-10-12 04:15:00-04:00,330.88,331.2,330.86,331.1,0,0.0,0.0
MSFT,2023-10-12 04:20:00-04:00,331.12,331.12,330.94,330.94,0,0.0,0.0
MSFT,2023-10-12 04:25:00-04:00,331.0,331.2,331.0,331.17,0,0.0,0.0
MSFT,2023-10-12 04:30:00-04:00,331.0,331.2,330.99,331.0,0,0.0,0.0
MSFT,2023-10-12 04:35:00-04:00,331.1,331.16,330.98,331.0,0,0.0,0.0
MSFT,2023-10-12 04:40:00-04:00,331.19,331.19,331.14,331.17,0,0.0,0.0
MSFT,2023-10-12 04:45:00-04:00,331.0,331.24,331.0,331.0,0,0.0,0.0
MSFT,2023-10-12 04:50:00-04:00,331.0,331.29,331.0,331.28,0,0.0,0.0
MSFT,2023-10-12 04:55:00-04:00,331.28,331.47,331.07,331.4,0,0.0,0.0
MSFT,2023-10-12 05:00:00-04:00,331.47,331.5,331.42,331.42,0,0.0,0.0
MSFT,2023-10-12 05:05:00-04:00,331.45,331.68,331.45,331.66,0,0.0,0.0
MSFT,2023-10-12 05:10:00-04:00,331.54,331.72,331.42,331.43,0,0.0,0.0
MSFT,2023-10-12 05:15:00-04:00,331.57,331.72,331.49,331.58,0,0.0,0.0
MSFT,2023-10-12 05:20:00-04:00,331.59,331.64,331.5,331.5,0,0.0,0.0
MSFT,2023-10-12 05:25:00-04:00,331.57,331.57,331.5,331.5,0,0.0,0.0
MSFT,2023-10-12 05:30:00-04:00,331.52,331.56,331.43,331.54,0,0.0,0.0
MSFT,2023-10-12 05:35:00-04:00,331.51,331.64,331.47,331.47,0,0.0,0.0
MSFT,2023-10-12 05:40:00-04:00,331.48,331.59,331.47,331.59,0,0.0,0.0
MSFT,2023-10-12 05:45:00-04:00,331.53,331.77,331.53,331.75,0,0.0,0.0
MSFT,2023-10-12 05:50:00-04:00,331.74,331.75,331.59,331.75,0,0.0,0.0
MSFT,2023-10-12 05:55:00-04:00,331.74,331.75,331.74,331.75,0,0.0,0.0
MSFT,2023-10-12 06:00:00-04:00,331.75,331.75,331.6,331.6,0,0.0,0.0
MSFT,2023-10-12 06:05:00-04:00,331.6,331.74,331.58,331.59,0,0.0,0.0
MSFT,2023-10-12 06:10:00-04:00,331.56,331.63,331.53,331.63,0,0.0,0.0
MSFT,2023-10-12 06:15:00-04:00,331.61,331.71,331.61,331.61,0,0.0,0.0
MSFT,2023-10-12 06:20:00-04:00,331.54,331.61,331.25,331.4,0,0.0,0.0
MSFT,2023-10-12 06:25:00-04:00,331.35,331.45,331.31,331.31,0,0.0,0.0
MSFT,2023-10-12 06:30:00-04:00,331.1,331.21,331.1,331.2,0,0.0,0.0
MSFT,2023-10-12 06:35:00-04:00,331.21,331.37,331.21,331.28,0,0.0,0.0
MSFT,2023-10-12 06:40:00-04:00,331.3,331.37,331.2,331.2,0,0.0,0.0
MSFT,2023-10-12 06:45:00-04:00,331.1,331.3,331.09,331.2,0,0.0,0.0
MSFT,2023-10-12 06:50:00-04:00,331.2,331.24,331.09,331.12,0,0.0,0.0
MSFT,2023-10-12 06:55:00-04:00,331.09,331.14,331.08,331.1,0,0.0,0.0
MSFT,2023-10-12 07:00:00-04:00,331.16,331.16,330.8,330.95,0,0.0,0.0
MSFT,2023-10-12 07:05:00-04:00,330.99,331.3,330.88,331.19,0,0.0,0.0
MSFT,2023-10-12 07:10:00-04:00,331.11,331.12,330.84,330.86,0,0.0,0.0
MSFT,2023-10-12 07:15:00-04:00,330.87,330.94,330.69,330.7,0,0.0,0.0
MSFT,2023-10-12 07:20:00-04:00,330.72,330.89,330.68,330.84,0,0.0,0.0
MSFT,2023-10-12 07:25:00-04:00,330.72,330.84,330.5,330.55,0,0.0,0.0
MSFT,2023-10-12 07:30:00-04:00,330.59,330.67,330.38,330.45,0,0.0,0.0
MSFT,2023-10-12 07:35:00-04:00,330.47,330.75,330.45,330.7,0,0.0,0.0
MSFT,2023-10-12 07:40:00-04:00,330.73,330.75,330.46,330.46,0,0.0,0.0
MSFT,2023-10-12 07:45:00-04:00,330.46,330.59,330.33,330.49,0,0.0,0.0
MSFT,2023-10-12 07:50:00-04:00,330.4,330.5,330.36,330.4,0,0.0,0.0
MSFT,2023-10-12 07:55:00-04:00,330.41,330.6,330.3,330.59,0,0.0,0.0
MSFT,2023-10-12 08:00:00-04:00,330.93,331.99,330.0,330.65,0,0.0,0.0
MSFT,2023-10-12 08:05:00-04:00,330.62,330.69,330.3667,330.48,0,0.0,0.0
MSFT,2023-10-12 08:10:00-04:00,330.36,330.9,330.36,330.75,0,0.0,0.0
MSFT,2023-10-12 08:15:00-04:00,330.9,330.9,330.53,330.8,0,0.0,0.0
MSFT,2023-10-12 08:20:00-04:00,330.86,330.87,330.51,330.64,0,0.0,0.0
MSFT,2023-10-12 08:25:00-04:00,330.6,330.9,330.36,330.5,0,0.0,0.0
MSFT,2023-10-12 08:30:00-04:00,330.53,332.42,329.32,329.6167,0,0.0,0.0
MSFT,2023-10-12 08:35:00-04:00,329.75,329.9,329.1,329.19,0,0.0,0.0
MSFT,2023-10-12 08:40:00-04:00,329.2,329.85,329.1,329.85,0,0.0,0.0
MSFT,2023-10-12 08:45:00-04:00,329.85,330.18,329.65,329.65,0,0.0,0.0
MSFT,2023-10-12 08:50:00-04:00,330.07,330.07,329.6,329.8,0,0.0,0.0
